player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Chuck Person,MIN,26.4,75.9,3.3,2.4,2.1,11.6,1993-1994
Richard Petruska,HOU,4.2,75,1.4,0,0.7,2.4,1993-1994
Bobby Phills,CLE,21.3,72,2.9,1.8,1.9,8.3,1993-1994
Ricky Pierce,SEA,20,89.6,1.6,1.8,1.6,14.5,1993-1994
Ed Pinckney,BOS,20.1,73.6,6.3,0.8,1.7,5.2,1993-1994
Scottie Pippen,CHI,38.3,66,8.7,5.6,3.2,22,1993-1994
Olden Polynice,TOT,35.3,50.8,11.9,0.6,2.8,11.6,1993-1994
Terry Porter,POR,26.9,87.2,2.8,5.2,1.7,13.1,1993-1994
Brent Price,WSB,15.9,78.2,1.4,3.3,1.8,6.2,1993-1994
Mark Price,CLE,31.4,88.8,3,7.8,1.2,17.3,1993-1994
Dino Radja,BOS,28.8,75.1,7.2,1.4,3.5,15.1,1993-1994
Kurt Rambis,LAL,12.7,64.8,3.8,0.6,1.8,3.3,1993-1994
Mark Randall,DEN,5.5,78.6,0.8,0.4,0.6,2.1,1993-1994
J.R. Reid,SAS,19.2,69.9,3.1,1,2.4,9,1993-1994
Glen Rice,MIA,37,88,5.4,2.3,2.3,21.1,1993-1994
Pooh Richardson,IND,27.6,61,3,6.4,2.1,10,1993-1994
Mitch Richmond,SAC,37.1,83.4,3.7,4,2.7,23.4,1993-1994
Isaiah Rider,MIN,30.6,81.1,4,2.6,2.5,16.6,1993-1994
Eric Riley,HOU,4.7,54.1,1.3,0.2,0.6,1.9,1993-1994
Doc Rivers,NYK,26.3,63.6,2.1,5.3,2.3,7.5,1993-1994
Stanley Roberts,LAC,25,40.9,6.6,0.8,3.9,7.4,1993-1994
Clifford Robinson,POR,34.8,76.5,6.7,1.9,3.2,20.1,1993-1994
David Robinson,SAS,40.5,74.9,10.7,4.8,2.9,29.8,1993-1994
James Robinson,POR,11.6,67.2,1.3,1.2,1.2,4.8,1993-1994
Larry Robinson,HOU,9.2,37.5,1.7,1,1.3,4.2,1993-1994
Rumeal Robinson,TOT,12.8,44.8,1,2,1.5,4.2,1993-1994
Dennis Rodman,SAS,37.8,52,17.3,2.3,2.9,4.7,1993-1994
Rodney Rogers,DEN,17.8,67.2,2.9,1.3,2.5,8.1,1993-1994
Tree Rollins,ORL,8.5,60,2.1,0.2,1.2,1.7,1993-1994
Sean Rooks,DAL,26.7,71.4,5.5,1,2.3,11.4,1993-1994
Donald Royal,ORL,18.3,74,3.4,0.8,1.6,7.4,1993-1994
Bryon Russell,UTA,16.7,61.4,2.7,0.8,2.1,5,1993-1994
John Salley,MIA,25.1,72.9,5.4,1.8,3.4,7.7,1993-1994
Danny Schayes,TOT,10.1,90.6,2.2,0.4,1.3,2.4,1993-1994
Steve Scheffler,SEA,4.3,95,0.7,0.2,0.7,2.1,1993-1994
Dwayne Schintzius,NJN,10.6,58.8,3,0.4,1.6,2.3,1993-1994
Detlef Schrempf,SEA,33.7,76.9,5.6,3.4,3.4,15,1993-1994
Byron Scott,IND,17.9,80.5,1.6,2,1.2,10.4,1993-1994
Dennis Scott,ORL,27.8,77.4,2.7,2.6,2,12.8,1993-1994
Malik Sealy,IND,14.5,67.8,2.7,1.1,2,6.6,1993-1994
Rony Seikaly,MIA,33.5,72,10.3,1.9,3.9,15.1,1993-1994
Brian Shaw,MIA,26.5,71.9,4.5,5,2.5,9,1993-1994
Lionel Simmons,SAC,36,77.7,7.5,4.1,2.5,15.1,1993-1994
Scott Skiles,ORL,28.1,87.8,2.3,6.1,2.1,9.9,1993-1994
Charles Smith,NYK,25.7,71.9,3.8,1.2,3.3,10.4,1993-1994
Chris Smith,MIN,20.2,67.4,1.5,3.6,1.6,5.9,1993-1994
Doug Smith,DAL,21.3,83.5,4.4,1.5,3.6,8.8,1993-1994
Kenny Smith,HOU,28.3,87.1,1.8,4.2,1.6,11.6,1993-1994
LaBradford Smith,TOT,13.3,75,1.3,1.7,1.5,5,1993-1994
Reggie Smith,POR,7.3,47.4,2.3,0.1,1.1,1.8,1993-1994
Steve Smith,MIA,35.6,83.5,4.5,5.1,2.8,17.3,1993-1994
Tony Smith,LAL,22.2,71.4,2.7,2,1.8,8.8,1993-1994
Rik Smits,IND,27.1,79.3,6.2,2,3.6,15.7,1993-1994
Andre Spencer,TOT,12.5,71.4,2.6,0.8,1.5,5.7,1993-1994
Elmore Spencer,LAC,25.4,59.9,5.5,1,2.7,8.9,1993-1994
Felton Spencer,UTA,28,60.7,8.3,0.5,3.8,8.6,1993-1994
Latrell Sprewell,GSW,43.1,77.4,4.9,4.7,1.9,21,1993-1994
John Starks,NYK,34.9,75.4,3.1,5.9,3.2,19,1993-1994
Larry Stewart,WSB,11.7,70,2.3,0.7,1.3,4.3,1993-1994
Bryant Stith,DEN,34.8,82.9,4.3,2.4,2,12.5,1993-1994
John Stockton,UTA,36.2,80.5,3.1,12.6,2.9,15.1,1993-1994
Rod Strickland,POR,35.2,74.9,4.5,9,2.1,17.2,1993-1994
Derek Strong,MIL,16.9,77.2,4.2,0.7,1,6.6,1993-1994
Isiah Thomas,DET,30.2,70.2,2.7,6.9,2.2,14.8,1993-1994
Kevin Thompson,POR,4.1,50,0.9,0.2,0.8,0.9,1993-1994
LaSalle Thompson,IND,9.4,53.3,2.5,0.5,2,2.3,1993-1994
Otis Thorpe,HOU,35.5,65.7,10.6,2.3,3.1,14,1993-1994
Sedale Threatt,LAL,28.1,89,1.9,4.2,2.3,11.9,1993-1994
Wayman Tisdale,SAC,32.4,80.8,7.1,1.8,3.7,16.7,1993-1994
Tom Tolbert,LAC,13.1,73.3,2.2,0.6,1.2,3.8,1993-1994
Sedric Toney,CLE,5.3,100,0.3,0.9,0.7,0.5,1993-1994
Keith Tower,ORL,2.9,0,0.5,0.1,0.5,0.7,1993-1994
Jeff Turner,ORL,22.6,77.8,4,0.9,3.5,6.6,1993-1994
Nick Van Exel,LAL,33.3,78.1,2.9,5.8,1.9,13.6,1993-1994
Loy Vaught,LAC,28.2,72,8.7,1,2.9,11.7,1993-1994
Kenny Walker,WSB,19.1,69.6,4,0.5,2.1,4.8,1993-1994
Rex Walters,NJN,8,82.4,0.8,1.5,0.9,3.4,1993-1994
Clarence Weatherspoon,PHI,38.4,69.3,10.1,2.3,1.9,18.4,1993-1994
Spud Webb,SAC,32.5,81.3,2.8,6.7,2.3,12.7,1993-1994
Chris Webber,GSW,32.1,53.2,9.1,3.6,3.3,17.5,1993-1994
Bill Wennington,CHI,18,81.8,4.6,0.9,2.8,7.1,1993-1994
Matt Wenstrom,BOS,3.4,60,1.1,0,0.6,1.6,1993-1994
David Wesley,NJN,9,83,0.7,2.1,0.8,3.1,1993-1994
Doug West,MIN,30.3,81,3.2,2.4,3.3,14.7,1993-1994
Mark West,PHO,15.1,50,3.6,0.4,2.6,4.7,1993-1994
Ennis Whatley,ATL,12.2,78.8,1.2,2.2,1.1,3.6,1993-1994
Randy White,DAL,17.8,57.6,4.6,0.6,2.6,6.4,1993-1994
Chris Whitney,SAS,8.5,80,0.7,1.3,1.3,1.8,1993-1994
Morlon Wiley,TOT,9.9,0,0.6,1.4,1.3,1.3,1993-1994
Dominique Wilkins,TOT,35.6,84.7,6.5,2.3,1.7,26,1993-1994
Gerald Wilkins,CLE,33.8,77.6,3.7,3.1,2.3,14.3,1993-1994
Aaron Williams,UTA,2,0,0.5,0.2,0.7,0.7,1993-1994
Buck Williams,POR,32.5,67.9,10.4,1,3,9.7,1993-1994
Corey Williams,MIN,11.5,100,1.5,1.5,1.5,2.8,1993-1994
Herb Williams,NYK,11.1,64.3,2.6,0.4,1.5,3.3,1993-1994
Hot Rod Williams,CLE,35,72.8,7.6,2.5,2.9,13.7,1993-1994
Jayson Williams,NJN,12.5,60.5,3.8,0.4,2,4.6,1993-1994
John Williams,LAC,21.3,66.7,3.7,2.9,2.5,5.6,1993-1994
Kenny Williams,IND,14.4,70.3,3,0.8,1.5,6.3,1993-1994
Lorenzo Williams,TOT,18.8,42.9,5.7,0.7,2.4,2.9,1993-1994
Micheal Williams,MIN,31.1,83.9,3.1,7.2,2.7,13.7,1993-1994
Reggie Williams,DEN,32.4,73.3,4.8,3.7,3.5,13,1993-1994
Scott Williams,CHI,16.8,61.2,4.8,1,2.9,7.6,1993-1994
Walt Williams,SAC,23.8,63.5,4.1,2.3,3.5,11.2,1993-1994
Kevin Willis,ATL,35.8,71.3,12,1.9,3.1,19.1,1993-1994
Trevor Wilson,TOT,21.4,55.4,4.8,1.3,2.2,8.2,1993-1994
David Wingate,CHH,20.1,66.7,2.7,2.1,1.7,6.2,1993-1994
David Wood,DET,15.2,75.6,3.1,0.7,2.6,4.1,1993-1994
Randy Woods,LAC,8.8,57.1,0.7,1.8,1,3.6,1993-1994
Orlando Woolridge,PHI,26.4,68.9,4,1.9,2.5,12.7,1993-1994
Haywoode Workman,IND,26.4,80.2,3.1,6.2,2.3,7.7,1993-1994
James Worthy,LAL,20,74.1,2.3,1.9,1,10.2,1993-1994
Luther Wright,UTA,6.1,75,0.7,0,1.4,1.3,1993-1994
Alaa Abdelnaby,TOT,17.5,75.9,4.5,0.4,2.5,7.7,1992-1993
Mahmoud Abdul-Rauf,DEN,33.5,93.5,2.8,4.2,2.2,19.2,1992-1993
Mark Acres,TOT,14.9,68.8,3.7,0.3,1.9,3.6,1992-1993
Michael Adams,WSB,35.7,85.6,3.4,7.5,2.1,14.8,1992-1993
Rafael Addison,NJN,17.1,81.4,1.9,0.8,1.8,6.3,1992-1993
Mark Aguirre,DET,20.7,76.7,3,2.1,2,9.9,1992-1993
Danny Ainge,PHO,27,84.8,2.7,3.3,2.2,11.8,1992-1993
Victor Alexander,GSW,24.3,68.5,5.8,1.3,3,11.2,1992-1993
Eric Anderson,NYK,2.8,84.6,0.9,0.2,0.9,1.3,1992-1993
Kenny Anderson,NJN,36.5,77.6,4.1,8.2,2.5,16.9,1992-1993
Nick Anderson,ORL,37,74.1,6,3.4,2.5,19.9,1992-1993
Ron Anderson,PHI,18.3,80.9,2.7,1.3,1.1,8.1,1992-1993
Willie Anderson,SAS,14.7,78.6,1.5,2.1,1.4,4.8,1992-1993
Greg Anthony,NYK,24.3,67.3,2.4,5.7,2,6.6,1992-1993
B.J. Armstrong,CHI,30.4,86.1,1.8,4,2.1,12.3,1992-1993
Vincent Askew,TOT,15.5,70.5,2.2,1.7,1.8,5.6,1992-1993
Keith Askins,MIA,13.6,72.5,2.9,0.4,2,3.3,1992-1993
Stacey Augmon,ATL,28.9,73.9,3.9,2.3,1.9,14,1992-1993
Isaac Austin,UTA,6.7,65.9,1.7,0.1,1.3,2.8,1992-1993
Anthony Avent,MIL,27.9,65.1,6.2,1.1,2.9,9.8,1992-1993
John Bagley,BOS,9.7,83.3,0.7,2,1.1,2.3,1992-1993
Thurl Bailey,MIN,18.2,83.8,3.1,0.9,1.3,7.5,1992-1993
Steve Bardo,DAL,7.6,70.6,1.6,1.3,1.2,2.2,1992-1993
Charles Barkley,PHO,37.6,76.5,12.2,5.1,2.6,25.6,1992-1993
Dana Barros,SEA,18,83.1,1.6,2.2,1.1,7.8,1992-1993
Jon Barry,MIL,11.7,67.3,0.9,1.4,1.2,4.4,1992-1993
John Battle,CLE,12.1,77.8,0.7,1.3,1,5.4,1992-1993
Kenny Battle,BOS,9.7,100,3.7,0.7,0.7,4.7,1992-1993
William Bedford,SAS,4.1,50,0.6,0,0.9,1.6,1992-1993
Benoit Benjamin,TOT,12.8,66.3,3.5,0.4,2.3,5.7,1992-1993
Tony Bennett,CHH,11.4,73.2,0.8,1.8,1.5,3.7,1992-1993
David Benoit,UTA,20.9,75,4.8,0.5,2.5,8.1,1992-1993
Rolando Blackman,NYK,23.9,78.9,1.7,2.6,2.2,9.7,1992-1993
Alex Blackwell,LAL,4,75,0.9,0.3,0.5,1.3,1992-1993
Lance Blanks,MIN,10.5,62.5,1.1,1.2,1,2.6,1992-1993
Ricky Blanton,CHI,6.5,0,1.5,0.5,0.5,3,1992-1993
Mookie Blaylock,ATL,35.3,72.8,3.5,8.4,2,13.4,1992-1993
Muggsy Bogues,CHH,35,83.3,3.7,8.8,2.2,10,1992-1993
Manute Bol,PHI,14.7,63.2,3.3,0.3,1.5,2.2,1992-1993
Walter Bond,DAL,21.3,77.2,2.6,1.6,3,8,1992-1993
Anthony Bonner,SAC,25.2,59.3,6.5,1.4,2.6,8.6,1992-1993
Anthony Bowie,ORL,22.9,79.8,2.5,2.3,1.7,8,1992-1993
Sam Bowie,NJN,26.5,77.9,7,1.6,2.9,9.1,1992-1993
Terrell Brandon,CLE,19.8,82.5,2.2,3.7,1.5,8.8,1992-1993
Randy Breuer,ATL,8.9,40,2.3,0.5,1,2.7,1992-1993
Frank Brickowski,MIL,31.4,72.8,6.1,3,3.6,16.9,1992-1993
Kevin Brooks,DEN,10.4,87.5,1.5,0.6,0.8,4.1,1992-1993
Scott Brooks,HOU,18.5,83,1.2,3,1.7,6.3,1992-1993
Chucky Brown,NJN,15.4,72.4,3,0.7,1.5,5.1,1992-1993
Dee Brown,BOS,28.2,79.3,3.1,5.8,2.5,10.9,1992-1993
Mike Brown,UTA,18.9,68.9,4.8,0.8,2.3,5.7,1992-1993
Randy Brown,SAC,23,73.2,2.8,2.6,2.7,7.6,1992-1993
Mark Bryant,POR,17.5,70.3,4.1,0.5,2.8,6,1992-1993
Jud Buechler,GSW,18.4,74.7,2.8,1.3,1.4,6.2,1992-1993
Matt Bullard,HOU,17.2,78.4,2.8,1.4,1.6,7.3,1992-1993
Willie Burton,MIA,17.3,71.7,2.7,0.6,2.2,7.8,1992-1993
Steve Burtt,WSB,8.8,80,0.8,1.5,1.3,7.3,1992-1993
Michael Cage,SEA,26.3,46.9,8,0.8,2.2,6.1,1992-1993
Dexter Cambridge,DAL,16.7,68.7,3.2,1.1,2.4,7,1992-1993
Elden Campbell,LAL,19.6,63.7,4.2,0.6,2.1,7.7,1992-1993
Tony Campbell,NYK,18.3,67.8,2.7,1.1,2.6,7.7,1992-1993
Antoine Carr,SAS,27.4,77.7,5.5,1.4,3.7,13.1,1992-1993
Bill Cartwright,CHI,19.9,73.5,3.7,1.3,2.4,5.6,1992-1993
Terry Catledge,ORL,12.5,79.4,2.2,0.2,1.5,4.7,1992-1993
Duane Causwell,SAC,22,62.4,5.5,0.6,3.5,8.2,1992-1993
Cedric Ceballos,PHO,21.7,72.5,5.5,1,1.4,12.8,1992-1993
Tom Chambers,PHO,23.6,83.7,4.7,1.4,2.9,12.2,1992-1993
Rex Chapman,WSB,21.7,81,1.5,1.9,2,12.5,1992-1993
Maurice Cheeks,NJN,14.6,88.9,1.2,3.1,1,3.6,1992-1993
Pete Chilcutt,SAC,14.1,69.6,3.3,1.1,1.7,6.1,1992-1993
Doug Christie,LAL,14.4,75.8,2.2,2.3,2.3,6.2,1992-1993
Derrick Coleman,NJN,36.3,80.8,11.2,3.6,2.8,20.7,1992-1993
Bimbo Coles,MIA,27.6,80.5,2,4.6,2.5,10.6,1992-1993
Marty Conlon,SAC,10.2,70.4,2.7,0.8,0.9,4.8,1992-1993
Lester Conner,LAC,13.6,94.7,1.6,2.1,1.3,2.4,1992-1993
Duane Cooper,LAL,9.9,71.4,0.8,2.3,1,2.4,1992-1993
Tyrone Corbin,UTA,31.2,82.6,6.3,2.1,3.1,11.6,1992-1993
Chris Corchiani,TOT,10.5,76.2,0.7,1.6,1.8,4.4,1992-1993
Joe Courtney,TOT,8.7,77.8,1.6,0.3,1.4,2.8,1992-1993
John Crotty,UTA,6.1,68.4,0.4,1.4,0.7,2.6,1992-1993
Terry Cummings,SAS,9.5,50,2.4,0.5,2.1,3.4,1992-1993
Radisav Curcic,DAL,8.3,72.2,2.5,0.6,1.5,2.9,1992-1993
Dell Curry,CHH,26.2,86.6,3.6,2.3,1.9,15.3,1992-1993
Lloyd Daniels,SAS,20.4,72.7,2.8,1.9,1.9,9.1,1992-1993
Brad Daugherty,CLE,37.9,79.5,10.2,4.4,2.5,20.2,1992-1993
Dale Davis,IND,27.6,52.9,8.8,0.8,3.3,8.9,1992-1993
Hubert Davis,NYK,16.3,79.6,1.1,1.7,1.4,5.4,1992-1993
Terry Davis,DAL,32.8,59.4,9.3,0.9,2.7,12.7,1992-1993
Johnny Dawkins,PHI,21.6,79.6,1.8,4.6,1.2,8.9,1992-1993
Todd Day,MIL,27.2,71.7,4.1,1.6,3.1,13.8,1992-1993
Vinny Del Negro,SAS,20.9,86.3,2.2,4,2,7.4,1992-1993
Bison Dele,ORL,11.4,80,2.7,0.2,2.3,4.6,1992-1993
Vlade Divac,LAL,30.8,68.9,8.9,2.8,3.8,12.8,1992-1993
James Donaldson,UTA,15.7,55.6,4.8,0.2,2.2,3.5,1992-1993
Sherman Douglas,BOS,24.5,56,2.1,6.4,2.1,7.8,1992-1993
Greg Dreiling,IND,5.6,53.3,1.5,0.2,1.4,1.1,1992-1993
Clyde Drexler,POR,34.1,83.9,6.3,5.7,3.2,19.9,1992-1993
Kevin Duckworth,POR,23.8,73,5.2,0.9,3,9.9,1992-1993
Chris Dudley,NJN,19.7,51.8,7.2,0.2,2.7,3.5,1992-1993
Joe Dumars,DET,40.2,86.4,1.9,4,1.8,23.5,1992-1993
Richard Dumas,PHO,27.5,70.7,4.6,1.3,2.6,15.8,1992-1993
Pat Durham,GSW,15.6,75,2.8,0.8,1.2,4.2,1992-1993
Mark Eaton,UTA,17.3,70,4.1,0.3,2.2,2.8,1992-1993
Blue Edwards,MIL,33.3,79,4.7,2.6,3,16.9,1992-1993
James Edwards,LAL,11.9,71.2,1.9,0.8,2.3,6.3,1992-1993
Kevin Edwards,MIA,28.4,84.4,3,3,1.7,13.9,1992-1993
Craig Ehlo,CLE,31.2,71.7,4.9,3.1,2.1,11.6,1992-1993
Mario Elie,POR,21.4,85.5,2.6,2.2,1.8,8.6,1992-1993
Sean Elliott,SAS,37.2,79.5,4.6,3.8,1.9,17.2,1992-1993
Dale Ellis,SAS,33.3,79.7,3.8,1.3,2.2,16.7,1992-1993
LaPhonso Ellis,DEN,33.5,74.8,9.1,1.8,3.6,14.7,1992-1993
Pervis Ellison,WSB,34.7,70.2,8.8,2.4,3.1,17.4,1992-1993
Jo Jo English,CHI,5.2,0,1,0.2,0.8,1,1992-1993
Patrick Ewing,NYK,37.1,71.9,12.1,1.9,3.5,24.2,1992-1993
Duane Ferrell,ATL,21.2,77.9,2.3,1.6,2,10.2,1992-1993
Danny Ferry,CLE,19.2,87.6,3.7,1.8,2.3,7.5,1992-1993
Vern Fleming,IND,20,72.6,2.3,3,1.7,9.5,1992-1993
Sleepy Floyd,HOU,16.7,79.4,1.7,2.5,1.1,6.6,1992-1993
Greg Foster,TOT,6.9,71.4,1.9,0.5,1.3,2.9,1992-1993
Rick Fox,BOS,15.2,80.2,2.2,1.6,1.9,6.4,1992-1993
Kevin Gamble,BOS,31,82.6,3,2.8,2.3,13.3,1992-1993
Winston Garland,HOU,15.2,91,1.6,2.1,1.8,5.9,1992-1993
Chris Gatling,GSW,17.8,72.5,4.6,0.6,2.8,9.3,1992-1993
Kenny Gattison,CHH,19.7,60.4,4.7,0.9,3.2,6.8,1992-1993
Matt Geiger,MIA,11.5,67.4,2.5,0.3,2.6,4.5,1992-1993
Tate George,NJN,7.9,83.3,0.6,1.2,0.5,2.5,1992-1993
Kendall Gill,CHH,35.2,77.2,4.9,3.9,2.8,16.9,1992-1993
Armen Gilliam,PHI,21.8,84.3,5.9,1.5,1.5,12.4,1992-1993
Gerald Glass,TOT,14.1,64.1,2.4,1.3,1.7,5.3,1992-1993
Mike Gminski,CHH,7.4,90,2.5,0.2,0.8,2.7,1992-1993
Paul Graham,ATL,18.9,73.3,2.4,2.1,2.3,8.1,1992-1993
Gary Grant,LAC,21.9,74.3,1.9,4.8,2.3,6.6,1992-1993
Greg Grant,PHI,13.8,64.5,0.9,2.9,1,2.7,1992-1993
Harvey Grant,WSB,37,72.7,5.7,2.8,2.3,18.6,1992-1993
Horace Grant,CHI,35.6,61.9,9.5,2.6,2.8,13.2,1992-1993
Jeff Grayer,GSW,21.4,66.9,3.3,1.5,2.5,8.8,1992-1993
A.C. Green,LAL,34.4,73.9,8.7,1.4,1.8,12.8,1992-1993
Litterial Green,ORL,12,62.5,0.7,2.2,1.3,4.5,1992-1993
Sean Green,IND,6.2,75,0.7,0.5,0.8,4.8,1992-1993
Sidney Green,TOT,8.4,80.6,3,0.6,0.9,2.4,1992-1993
Tom Gugliotta,WSB,34.5,64.4,9.6,3.8,2.4,14.7,1992-1993
Jay Guidinger,CLE,6.7,52,2,0.5,1.5,1.6,1992-1993
Tom Hammonds,TOT,13.2,61.3,2.4,0.4,1.4,4.6,1992-1993
Tim Hardaway,GSW,39.5,74.4,4,10.6,2.3,21.5,1992-1993
Derek Harper,DAL,34,75.6,2,5.4,2.3,18.2,1992-1993
Ron Harper,LAC,37.1,76.9,5.3,4.5,2.7,18,1992-1993
Scott Hastings,DEN,8.8,72.7,1.8,0.4,1.5,2.1,1992-1993
Hersey Hawkins,PHI,36.8,86,4.3,3.9,2.3,20.3,1992-1993
Steve Henson,ATL,13.6,85,1,2.9,1.6,4,1992-1993
Carl Herrera,HOU,22.2,71,5.6,0.8,2.3,7.5,1992-1993
Rod Higgins,SAC,20.7,86.1,2.8,1.7,2,8.3,1992-1993
Sean Higgins,GSW,20.4,74.5,2.3,2.3,1.9,8.3,1992-1993
Tyrone Hill,GSW,28,62.4,10.2,0.9,4.3,8.6,1992-1993
Donald Hodge,DAL,16,68.3,3.7,0.9,2.6,5,1992-1993
Dave Hoppen,NJN,5,0,2,0,1,1,1992-1993
Jeff Hornacek,PHI,36.2,86.5,4.3,6.9,2.6,19.1,1992-1993
Robert Horry,HOU,29.5,71.5,5,2.4,2.7,10.1,1992-1993
Byron Houston,GSW,16.1,66.5,4,0.9,3.2,5.3,1992-1993
Brian Howard,DAL,19,76.6,3.1,1,3.2,6.5,1992-1993
Stephen Howard,UTA,5.3,64.2,1.2,0.2,1.2,2.1,1992-1993
Jay Humphries,UTA,26.1,77.7,1.8,4.1,3,8.8,1992-1993
Byron Irvin,WSB,11.3,50,1,0.5,1.3,5.5,1992-1993
Mike Iuzzolino,DAL,25.3,76.5,2,4.7,1.4,8.7,1992-1993
Jaren Jackson,LAC,10.3,85.2,1.1,1,1.3,3.9,1992-1993
Jim Jackson,DAL,33.5,73.9,4.4,4.7,2.9,16.3,1992-1993
Mark Jackson,LAC,38,80.3,4.7,8.8,1.9,14.4,1992-1993
Henry James,TOT,8.8,84.6,1.1,0.1,0.9,6.7,1992-1993
Keith Jennings,GSW,17,77.8,1.4,2.9,2.3,8.6,1992-1993
Avery Johnson,SAS,27.1,79.1,1.9,7.5,1.9,8.7,1992-1993
Buck Johnson,WSB,17.6,73,2.7,1.2,2.6,6.5,1992-1993
Dave Johnson,POR,8.5,67.8,1.1,0.3,0.5,3.7,1992-1993
Eddie Johnson,SEA,22.8,91.1,3.3,1.6,2.1,14.4,1992-1993
Frank Johnson,PHO,14.6,77.6,1.5,2.4,1.5,4.3,1992-1993
Kevin Johnson,PHO,33.5,81.9,2.1,7.8,2,16.1,1992-1993
Larry Johnson,CHH,40.5,76.7,10.5,4.3,2.3,22.1,1992-1993
Charles Jones,WSB,18,57.9,4.1,0.6,2.1,1.3,1992-1993
Michael Jordan,CHI,39.3,83.7,6.7,5.5,2.4,32.6,1992-1993
Thomas Jordan,PHI,26.5,47.1,4.8,0.8,3.5,11,1992-1993
Adam Keefe,ATL,18.9,70,5.3,1,2.4,6.6,1992-1993
Shawn Kemp,SEA,33.1,71.2,10.7,2,4.2,17.8,1992-1993
Tim Kempton,PHO,5.6,58.1,1.3,0.6,1,1.9,1992-1993
Steve Kerr,TOT,9.3,91.7,0.9,1.3,0.7,2.6,1992-1993
Jerome Kersey,POR,26.4,63.4,6.2,1.9,2.8,10.6,1992-1993
Alec Kessler,MIA,10.4,76.6,2.3,0.4,1.6,3.9,1992-1993
Bo Kimble,NYK,6.1,37.5,1.2,0.6,1.1,3.7,1992-1993
Stan Kimbrough,SAC,5,0,0,0.3,0.3,1.7,1992-1993
Bernard King,NJN,13.4,68.4,2.4,0.6,1.7,7,1992-1993
Rich King,SEA,4,100,1.7,0.3,0.3,2,1992-1993
Stacey King,CHI,13.9,70.5,2.7,0.9,1.7,5.4,1992-1993
Greg Kite,ORL,10,54.2,3,0.2,2.1,1.4,1992-1993
Joe Kleine,BOS,14.5,70.7,4.4,0.5,1.6,3.3,1992-1993
Negele Knight,PHO,17.1,77.9,1.2,2.8,1.3,6.1,1992-1993
Bart Kofoed,BOS,5.9,78.6,0.1,1.4,0.1,2.4,1992-1993
Jon Koncak,ATL,25.3,48,5.5,1.8,3.4,3.5,1992-1993
Larry Krystkowiak,UTA,19.2,79.6,3.9,1,2.5,7.2,1992-1993
Christian Laettner,MIN,34.9,83.5,8.7,2.8,3.6,18.2,1992-1993
Bill Laimbeer,DET,24.5,89.4,5.3,1.6,2.7,8.7,1992-1993
Jerome Lane,CLE,7.1,25,2.5,0.8,1.5,2.8,1992-1993
Andrew Lang,PHI,25.5,76.3,6,1.1,3.6,5.3,1992-1993
Doug Lee,NJN,6.6,0,0.4,1,1.4,1,1992-1993
Tim Legler,TOT,19.2,80.3,1.8,1.4,1.9,8.8,1992-1993
Jim Les,SAC,12.1,84,1.2,2.3,1.1,4.5,1992-1993
Reggie Lewis,BOS,39.3,86.7,4.3,3.7,3.1,20.8,1992-1993
Marcus Liberty,DEN,20.3,65.4,4.3,1.3,1.8,8.1,1992-1993
Todd Lichti,DEN,15.7,79.4,2.1,1.1,1.3,6.9,1992-1993
Alton Lister,GSW,8.7,53.8,2.2,0.3,2,2.3,1992-1993
Brad Lohaus,MIL,22.1,72.3,3.5,1.6,2.2,9.1,1992-1993
Grant Long,MIA,35.9,76.5,7.5,2.4,3.5,14,1992-1993
Luc Longley,MIN,19,71.6,4.4,0.9,3.1,5.8,1992-1993
Kevin Lynch,CHH,8.1,68.4,0.9,0.6,1.1,2.2,1992-1993
Sam Mack,SAS,6.7,77.6,1.2,0.4,1.1,3.6,1992-1993
Don MacLean,WSB,10.9,81.1,2,0.6,1.3,6.6,1992-1993
Mark Macon,DEN,23.8,70,2.1,2.6,2.8,7.5,1992-1993
Rick Mahorn,NJN,14.6,80,3.8,0.4,2.1,3.9,1992-1993
Dan Majerle,PHO,39,77.8,4.7,3.8,2.2,16.9,1992-1993
Jeff Malone,UTA,32.4,85.2,2.2,1.6,1.5,18.1,1992-1993
Karl Malone,UTA,37.8,74,11.2,3.8,3.2,27,1992-1993
Moses Malone,MIL,9.5,77.4,4.2,0.6,0.5,4.5,1992-1993
Danny Manning,LAC,34.9,80.2,6.6,2.6,4.1,22.8,1992-1993
Sarunas Marciulionis,GSW,27.9,76.1,3.2,3.5,3.1,17.4,1992-1993
Anthony Mason,NYK,30.6,68.2,7.9,2.1,3,10.3,1992-1993
Marlon Maxey,MIN,12.1,64.3,3.8,0.3,1.7,5.4,1992-1993
Vernon Maxwell,HOU,31.7,71.9,3.1,4.2,1.7,13.8,1992-1993
Lee Mayberry,MIL,18.3,57.4,1.4,3.3,1.8,5.2,1992-1993
Travis Mays,ATL,16.1,65.9,1.1,1.5,1.2,7,1992-1993
Bob McCann,MIN,19.4,62.5,3.6,0.9,2.6,6.3,1992-1993
George McCloud,IND,19.2,73.5,2.6,2.5,2.1,7.2,1992-1993
Rodney McCray,CHI,15.9,69.2,2.5,1.3,1.5,3.5,1992-1993
Xavier McDaniel,BOS,27,79.3,6,2,3,13.5,1992-1993
Kevin McHale,BOS,23.3,84.1,5,1,1.8,10.7,1992-1993
