player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Derrick McKey,SEA,31.7,74.1,4.2,2.6,2.7,13.4,1992-1993
Nate McMillan,SEA,27.1,70.9,4.2,5.3,3.3,7.5,1992-1993
Oliver Miller,PHO,19.1,71,4.9,2.1,2.6,5.6,1992-1993
Reggie Miller,IND,36,88,3.1,3.2,2.2,21.2,1992-1993
Terry Mills,DET,27,79.1,5.8,1.4,3.5,14.8,1992-1993
Harold Miner,MIA,18.9,76.2,2,1,1.8,10.3,1992-1993
Sam Mitchell,IND,17.3,81.1,3.1,0.9,2.6,7.2,1992-1993
Tracy Moore,DAL,13.1,86.9,1.3,1.2,1.4,7.2,1992-1993
Chris Morris,NJN,29.9,79.4,5.9,1.4,2.2,14.1,1992-1993
Isaiah Morris,DET,4.1,75,0.5,0.2,0.6,2.2,1992-1993
Alonzo Mourning,CHH,33.9,78.1,10.3,1,3.7,21,1992-1993
Chris Mullin,GSW,41.3,81,5,3.6,1.7,25.9,1992-1993
Eric Murdock,MIL,30.8,78,3.6,7.6,2.2,14.4,1992-1993
Tracy Murray,POR,10.3,87.5,1.7,0.2,1.2,5.7,1992-1993
Jerrod Mustaf,PHO,10.5,62.3,2.6,0.3,1.3,4.6,1992-1993
Dikembe Mutombo,DEN,36.9,68.1,13,1.8,3.5,13.8,1992-1993
Larry Nance,CLE,35.8,81.8,8.7,2.9,2.9,16.5,1992-1993
Ed Nealy,TOT,7.5,75,1.6,0.4,1,1.7,1992-1993
Melvin Newbern,DET,9.4,56.7,1.1,1.7,1.3,3.6,1992-1993
Johnny Newman,CHH,23,80.8,2.2,1.8,2.4,11.9,1992-1993
Ken Norman,LAC,32.6,59.5,7.5,2.2,2.1,15,1992-1993
Shaquille O'Neal,ORL,37.9,59.2,13.9,1.9,4,23.4,1992-1993
Dan O'Sullivan,TOT,2.8,75,1,0.2,0.7,1.5,1992-1993
Charles Oakley,NYK,27.2,72.2,8.6,1.5,3.5,6.9,1992-1993
Alan Ogg,TOT,4.8,75,1.7,0.7,1,2.2,1992-1993
Hakeem Olajuwon,HOU,39.5,77.9,13,3.5,3.7,26.1,1992-1993
Matt Othick,SAS,9.8,0,0.5,1.8,1.8,2,1992-1993
Doug Overton,WSB,22,72.8,2.4,3.5,1.8,8.1,1992-1993
Billy Owens,GSW,32.5,63.9,7.1,3.9,2.8,16.5,1992-1993
Robert Pack,DEN,20.5,76.8,2.1,4.4,2.4,10.5,1992-1993
Gerald Paddio,SEA,7.5,66.7,1.2,0.8,0.6,3.9,1992-1993
Walter Palmer,DAL,6.2,66.7,2.2,0.3,1.5,3,1992-1993
Robert Parish,BOS,27.2,68.9,9.4,0.8,2.5,12.6,1992-1993
John Paxson,CHI,17.5,85,0.8,2.3,1.7,4.2,1992-1993
Kenny Payne,PHI,11.8,100,1.8,1.4,1.2,6.5,1992-1993
Gary Payton,SEA,31.1,77,3.4,4.9,3,13.5,1992-1993
Anthony Peeler,LAL,21.5,78.6,2.3,2.2,2.5,10.4,1992-1993
Will Perdue,CHI,13.9,60.4,4,1,1.9,4.7,1992-1993
Sam Perkins,TOT,29.8,82,6.6,2,2.8,13.1,1992-1993
Tim Perry,PHI,26,71,5,1.6,2,9,1992-1993
Chuck Person,MIN,38.3,64.9,5.6,4.4,2.5,16.8,1992-1993
Drazen Petrovic,NJN,38,87,2.7,3.5,3.4,22.3,1992-1993
Bobby Phills,CLE,4.5,60,0.5,0.3,0.6,3,1992-1993
Ricky Pierce,SEA,28.8,88.9,2.5,2.9,2.2,18.2,1992-1993
Ed Pinckney,BOS,21.6,92.3,6.1,0.1,1.9,4.6,1992-1993
Scottie Pippen,CHI,38.6,66.3,7.7,6.3,2.7,18.6,1992-1993
Gary Plummer,DEN,12.3,72.6,2.9,0.7,2.4,4.7,1992-1993
Olden Polynice,DET,19.4,46.5,6.2,0.4,1.9,7.3,1992-1993
Terry Porter,POR,35.6,84.3,3.9,5.2,1.5,18.2,1992-1993
Paul Pressey,GSW,14.9,77.8,1.7,1.7,2,4.4,1992-1993
Brent Price,WSB,12.6,79.4,1.5,2.3,1.3,3.9,1992-1993
Mark Price,CLE,31.7,94.8,2.7,8,1.4,18.2,1992-1993
Anthony Pullard,MIL,4.6,33.3,1,0.3,0.6,2.1,1992-1993
Kurt Rambis,TOT,11.4,66.2,3.2,0.7,1.7,2.5,1992-1993
Mark Randall,TOT,6.7,61.5,1.5,0.3,0.9,2.6,1992-1993
Blair Rasmussen,ATL,12.9,69.2,2.5,0.2,2.8,3.2,1992-1993
J.R. Reid,TOT,22.7,76.4,5.5,1,3.2,9.4,1992-1993
Glen Rice,MIA,37.6,82,5.2,2.2,2.5,19,1992-1993
Pooh Richardson,IND,32.4,74.2,3.6,7.7,1.8,10.4,1992-1993
Mitch Richmond,SAC,38.4,84.5,3.4,4.9,3,21.9,1992-1993
Doc Rivers,NYK,24.5,82.1,2.5,5.3,2.8,7.8,1992-1993
Fred Roberts,MIL,18.8,79.9,3,1.5,1.7,7.6,1992-1993
Stanley Roberts,LAC,23.6,48.8,6.2,0.8,4.3,11.3,1992-1993
Alvin Robertson,TOT,29.1,65.6,3.9,3.8,3.2,9,1992-1993
Clifford Robinson,POR,31.4,69,6.6,2.2,3.5,19.1,1992-1993
David Robinson,SAS,39.2,73.2,11.7,3.7,2.9,23.4,1992-1993
Larry Robinson,WSB,8.3,60,0.8,0.8,0,3.8,1992-1993
Rumeal Robinson,NJN,19.8,57.4,2,4,2.1,8.4,1992-1993
Dennis Rodman,DET,38.9,53.4,18.3,1.6,3.2,7.5,1992-1993
Tree Rollins,HOU,5.9,75,1.4,0.2,1,0.7,1992-1993
Sean Rooks,DAL,29,60.2,7.4,1.3,2.8,13.5,1992-1993
Donald Royal,ORL,21.2,81.5,3.8,1,2.3,9.2,1992-1993
Delaney Rudd,POR,6.3,78.6,0.6,1.1,0.5,1.7,1992-1993
Jeff Ruland,DET,5,50,1.6,0.2,1.5,1.1,1992-1993
John Salley,MIA,27.9,79.9,6.1,1.6,3.8,8.3,1992-1993
Jeff Sanders,ATL,13.3,50,3.2,0.7,1.8,2.7,1992-1993
Mike Sanders,CLE,22.4,75.6,3.2,1.4,2.8,8.6,1992-1993
Danny Schayes,MIL,16.1,81.8,3.6,1.1,2.1,4.6,1992-1993
Steve Scheffler,SEA,5.7,66.7,1.2,0.2,1.3,2.3,1992-1993
Dwayne Schintzius,NJN,7,100,1.6,0.4,0.8,1.4,1992-1993
Detlef Schrempf,IND,37.8,80.4,9.5,6,3.7,19.1,1992-1993
Byron Scott,LAL,28.9,84.8,2.3,2.7,1.7,13.7,1992-1993
Dennis Scott,ORL,32.6,78.6,3.4,2.5,2.4,15.9,1992-1993
Malik Sealy,IND,11.6,68.9,1.9,0.8,1.3,5.7,1992-1993
Rony Seikaly,MIA,34.1,73.5,11.8,1.4,3.6,17.1,1992-1993
Brad Sellers,MIN,9.9,94.9,1.5,0.9,0.7,2.5,1992-1993
Charles Shackleford,PHI,11.8,63.3,4.3,0.5,1.9,4,1992-1993
Brian Shaw,MIA,23.6,78.2,3.8,3.5,2.4,7.3,1992-1993
Lionel Simmons,SAC,36.3,81.9,7.2,4.5,2.9,17.9,1992-1993
Scott Skiles,ORL,39.6,89.2,3.7,9.4,3.1,15.4,1992-1993
Charles Smith,NYK,26.8,78.2,5.3,1.8,3.1,12.4,1992-1993
Chris Smith,MIN,15.8,79.2,1.2,2.5,1.2,4.3,1992-1993
Doug Smith,DAL,25,75.7,5.4,1.7,4.6,10.4,1992-1993
Kenny Smith,HOU,29.5,87.8,2,5.4,1.3,13,1992-1993
LaBradford Smith,WSB,22.4,85.8,1.5,2.7,2.6,9.3,1992-1993
Larry Smith,SAS,12.6,40.9,4.1,0.4,2,1.3,1992-1993
Reggie Smith,POR,3,21.4,0.9,0,0.7,1,1992-1993
Steve Smith,MIA,33.5,78.7,4.1,5.6,3.1,16,1992-1993
Tony Smith,LAL,13.7,75.6,1.6,1.1,1.3,6,1992-1993
Rik Smits,IND,25.6,73.2,5.3,1.5,3.5,14.3,1992-1993
Andre Spencer,TOT,21.1,75.9,4.1,1.2,3.2,9.4,1992-1993
Elmore Spencer,LAC,6.4,50,1.4,0.2,1.2,2.4,1992-1993
Felton Spencer,MIN,18.3,65.4,4.6,0.2,3.4,4.1,1992-1993
Latrell Sprewell,GSW,35.6,74.6,3.5,3.8,2.2,15.4,1992-1993
John Starks,NYK,31,79.5,2.6,5.1,2.9,17.5,1992-1993
Barry Stevens,GSW,3,0,1,0,0.5,1,1992-1993
Larry Stewart,WSB,22.5,72.7,4.7,1.8,2.4,9.8,1992-1993
Bryant Stith,DEN,22.2,83.2,3.2,1.3,2.1,8.9,1992-1993
Alex Stivrins,TOT,4,75,1,0.2,0.6,2.2,1992-1993
John Stockton,UTA,34.9,79.8,2.9,12,2.7,15.1,1992-1993
Rod Strickland,POR,31.7,71.7,4.3,7.2,2,13.7,1992-1993
Derek Strong,MIL,14.7,80,5,0.6,0.9,6.8,1992-1993
Lamont Strothers,DAL,15.3,80,1.6,1.4,1.4,5.6,1992-1993
Terry Teagle,HOU,12.5,50,1.5,1,0.5,2.5,1992-1993
Isiah Thomas,DET,37,73.7,2.9,8.5,2.8,17.6,1992-1993
LaSalle Thompson,IND,11.6,74.4,2.8,0.5,2.2,3.8,1992-1993
Otis Thorpe,HOU,32.7,59.8,8.2,2.5,3.3,12.8,1992-1993
Sedale Threatt,LAL,35.3,82.3,3.3,6.9,3,15.1,1992-1993
Wayman Tisdale,SAC,30,75.8,6.6,1.4,3.6,16.6,1992-1993
Tom Tolbert,ORL,25.5,72.6,5.7,1.3,2.7,8.1,1992-1993
Trent Tucker,CHI,13.2,81.8,1,1.2,0.9,5.2,1992-1993
Jeff Turner,ORL,19.7,80,3.4,1.4,2.6,7,1992-1993
Kiki Vandeweghe,LAC,12,87.9,1.2,0.6,1.1,6.2,1992-1993
Loy Vaught,LAC,20.9,74.8,6.2,0.7,2.2,9.4,1992-1993
Gundars Vetra,MIN,6.8,66.7,0.6,0.5,0.9,3.5,1992-1993
Darrell Walker,TOT,13.8,46.2,1.6,1.4,1.7,2.2,1992-1993
Duane Washington,LAC,7,0,0.5,1.3,0.5,0,1992-1993
Clarence Weatherspoon,PHI,32.4,71.3,7.2,1.8,2.3,15.6,1992-1993
Marcus Webb,BOS,5.7,61.9,1.1,0.2,1.2,4.3,1992-1993
Spud Webb,SAC,33.8,85.1,2.8,7,2.6,14.5,1992-1993
Robert Werdann,DEN,5.3,54.8,1.9,0.3,1.4,1.9,1992-1993
Doug West,MIN,38.8,84.1,3.1,2.9,3.5,19.3,1992-1993
Mark West,PHO,19,51.8,5.6,0.4,3,5.3,1992-1993
Randy White,DAL,22.4,75,5.8,0.8,3.5,9.7,1992-1993
Morlon Wiley,TOT,17.2,65.4,1.6,3.1,2.2,4.5,1992-1993
Dominique Wilkins,ATL,37.3,82.8,6.8,3.2,1.6,29.9,1992-1993
Eddie Lee Wilkins,PHI,7.4,61.5,1.5,0.1,1.3,6.1,1992-1993
Gerald Wilkins,CLE,26,84,2.7,2.3,1.9,11.1,1992-1993
Buck Williams,POR,30.5,64.5,8.4,0.9,3.3,8.3,1992-1993
Corey Williams,CHI,6.9,81.8,0.9,0.7,0.7,2.3,1992-1993
Herb Williams,NYK,10.4,66.7,2.7,0.3,1.4,2.9,1992-1993
Hot Rod Williams,CLE,30.7,71.6,6.2,2.3,2.6,11,1992-1993
Jayson Williams,NJN,11.6,38.9,3.4,0,2,4.1,1992-1993
John Williams,LAC,22.1,54.3,4.3,1.9,2.5,6.6,1992-1993
Kenny Williams,IND,14.8,70.6,4,0.7,1.5,6.1,1992-1993
Lorenzo Williams,TOT,6.6,28.6,2,0.2,1.1,1.3,1992-1993
Micheal Williams,MIN,35,90.7,3.6,8.7,3.5,15.1,1992-1993
Reggie Williams,DEN,34.5,80.4,5.4,3.7,3.6,17,1992-1993
Scott Williams,CHI,19.3,71.4,6.4,1,3.2,5.9,1992-1993
Walt Williams,SAC,28.4,74.2,4.5,3,3.5,17,1992-1993
Kevin Willis,ATL,36,65.3,12.9,2.1,3.3,17.9,1992-1993
Kennard Winchester,HOU,8.7,77.3,1.3,0.3,1,3.7,1992-1993
David Wingate,CHH,20.4,73.8,2.4,2.5,1.9,6.1,1992-1993
Joe Wolf,TOT,7.2,81.3,2.1,0.2,1,2.3,1992-1993
David Wood,SAS,9.3,83.6,1.5,0.5,1.5,2.4,1992-1993
Randy Woods,LAC,4.2,73.1,0.3,1,0.6,1.7,1992-1993
Orlando Woolridge,TOT,26.8,67.8,3.2,2,2.1,12,1992-1993
James Worthy,LAL,28.8,81,3,3.4,1.1,14.9,1992-1993
Howard Wright,ORL,2.5,0,0.5,0,0,2,1992-1993
Danny Young,DET,12.9,87.5,0.7,1.8,0.6,2.9,1992-1993
Alaa Abdelnaby,POR,13.2,75.2,3.7,0.4,1.9,6.1,1991-1992
Mahmoud Abdul-Rauf,DEN,19,87,1.4,2.4,1.6,10.3,1991-1992
Mark Acres,ORL,13.6,76.1,3.7,0.3,2.1,3.1,1991-1992
Michael Adams,WSB,35.8,86.9,4,7.6,2.1,18.1,1991-1992
Rafael Addison,NJN,15.5,73.7,2.2,0.9,1.4,5.8,1991-1992
Mark Aguirre,DET,21.1,68.7,3.1,1.7,2.3,11.3,1991-1992
Danny Ainge,POR,19.7,82.4,1.8,2.5,1.8,9.7,1991-1992
Victor Alexander,GSW,16.9,69.1,4.2,0.4,2.2,7.4,1991-1992
Greg Anderson,DEN,34.1,62.3,11.5,1,3.2,11.5,1991-1992
Kenny Anderson,NJN,17,74.5,2,3.2,1.1,7,1991-1992
Nick Anderson,ORL,36.7,66.7,6.4,2.7,2.2,19.9,1991-1992
Ron Anderson,PHI,29.7,87.7,3.4,1.6,1.6,13.7,1991-1992
Willie Anderson,SAS,33.1,77.5,5.3,5.3,2.6,13.1,1991-1992
Michael Ansley,TOT,4.5,83.3,0.6,0.2,0.7,2.1,1991-1992
Greg Anthony,NYK,18.4,74.1,1.7,3.8,2.1,5.5,1991-1992
B.J. Armstrong,CHI,22.9,80.6,1.8,3.2,1.1,9.9,1991-1992
Vincent Askew,GSW,18.7,69.4,2.9,2.4,1.6,6.2,1991-1992
Keith Askins,MIA,14.3,70.3,2.4,0.6,1.8,3.7,1991-1992
Stacey Augmon,ATL,30.5,66.6,5.1,2.5,2,13.3,1991-1992
Isaac Austin,UTA,3.6,63.3,1.1,0.2,0.6,2,1991-1992
Milos Babic,MIA,3.9,75,1.2,0.7,0,2,1991-1992
John Bagley,BOS,23.9,71.6,2.2,6.6,1.7,7.2,1991-1992
Thurl Bailey,TOT,25,79.6,5.8,0.9,1.9,11.3,1991-1992
Steve Bardo,SAS,1,0,1,0,0,0,1991-1992
Charles Barkley,PHI,38.4,69.5,11.1,4.1,2.6,23.1,1991-1992
Dana Barros,SEA,17.7,75.9,1.1,1.7,1.1,8.3,1991-1992
John Battle,CLE,21.5,84.8,1.5,2.1,1.5,10.3,1991-1992
Kenny Battle,TOT,5.8,83.3,1,0.3,0.6,2,1991-1992
William Bedford,DET,11.3,63.6,2,0.4,1.8,3.6,1991-1992
Benoit Benjamin,SEA,30.8,68.7,8.1,1.2,2.9,14,1991-1992
Winston Bennett,TOT,15.4,70,3,0.7,2.3,3.6,1991-1992
David Benoit,UTA,15.1,81,3.8,0.4,1.6,5.6,1991-1992
Larry Bird,BOS,36.9,92.6,9.6,6.8,1.8,20.2,1991-1992
Rolando Blackman,DAL,33.7,89.8,3.2,2.7,1.8,18.3,1991-1992
Lance Blanks,DET,4.4,72.7,0.5,0.4,0.6,1.5,1991-1992
Mookie Blaylock,NJN,35.4,71.2,3.7,6.8,2.5,13.8,1991-1992
Muggsy Bogues,CHH,34,78.3,2.9,9.1,1.9,8.9,1991-1992
Manute Bol,PHI,17.8,46.2,3.1,0.3,2,1.5,1991-1992
Anthony Bonner,SAC,28.9,62.7,6.1,1.6,2.5,9.4,1991-1992
Anthony Bowie,ORL,33.1,86,4.7,3.1,1.9,14.6,1991-1992
Sam Bowie,NJN,30.7,75.7,8.1,2.6,3,15,1991-1992
Terrell Brandon,CLE,19.6,80.6,2,3.9,1.3,7.4,1991-1992
Randy Breuer,MIN,17.6,53.2,4.2,1.3,1.7,5.4,1991-1992
Frank Brickowski,MIL,23.9,76.7,5.3,1.9,3.4,11.4,1991-1992
Kevin Brooks,DEN,7.3,81,1.1,0.3,0.5,2.8,1991-1992
Scott Brooks,MIN,13.2,81,1.2,2.5,1,5.1,1991-1992
Chucky Brown,TOT,10.3,61.2,2,0.6,1.1,3.6,1991-1992
Dee Brown,BOS,28.5,76.9,2.5,5.3,2.4,11.7,1991-1992
Mike Brown,UTA,21.7,66.7,5.8,1,2.4,7.7,1991-1992
Myron Brown,MIN,5.8,0,0.8,1.5,0.5,2.3,1991-1992
Randy Brown,SAC,9.6,65.5,1.2,1.1,1.2,3.4,1991-1992
Tony Brown,TOT,11.5,72.7,1.5,0.8,1.4,4.8,1991-1992
Mark Bryant,POR,14.3,66.7,3.6,0.7,1.9,4.1,1991-1992
Jud Buechler,TOT,10.4,57.1,1.9,0.8,1.1,2.5,1991-1992
Matt Bullard,HOU,16,76,2.8,0.9,1.6,6.4,1991-1992
Willie Burton,MIA,23.3,80,3.6,1.8,2.7,11.2,1991-1992
Steve Burtt,PHO,11.5,70.4,1.1,1.9,1.9,6,1991-1992
Michael Cage,SEA,30,62,8.9,1.1,2.9,8.8,1991-1992
Demetrius Calip,LAL,8.3,66.7,0.7,1.7,1.1,1.6,1991-1992
Elden Campbell,LAL,23.2,61.9,5.2,0.7,2.5,7.1,1991-1992
Tony Campbell,MIN,31.3,80.3,3.7,2.9,2.6,16.8,1991-1992
Antoine Carr,SAS,23,76.4,4.3,0.8,3.3,10.9,1991-1992
Bill Cartwright,CHI,23,60.4,5.1,1.4,2,8,1991-1992
Terry Catledge,ORL,31.2,69.4,7,1.4,2.5,14.8,1991-1992
Duane Causwell,SAC,28.6,61.3,7.3,0.7,3.5,8,1991-1992
Cedric Ceballos,PHO,11.3,73.6,2.4,0.8,0.8,7.2,1991-1992
Tom Chambers,PHO,28.2,83,5.8,2.1,2.8,16.3,1991-1992
Rex Chapman,TOT,25.8,67.9,2.6,4,2.3,12.3,1991-1992
Maurice Cheeks,ATL,19.4,60.5,1.7,3.3,1.3,4.6,1991-1992
Pete Chilcutt,SAC,11.8,82.1,2.7,0.6,1,3.6,1991-1992
Derrick Coleman,NJN,34,76.3,9.5,3.2,2.6,19.8,1991-1992
Bimbo Coles,MIA,24.4,82.4,2.3,4.5,1.9,10.1,1991-1992
Marty Conlon,SEA,8.5,75,1.5,0.3,0.9,2.7,1991-1992
Lester Conner,MIL,17.5,70.4,2.3,3.6,1.1,3.5,1991-1992
Anthony Cook,DEN,5.2,66.7,1.5,0.1,0.5,1.5,1991-1992
Wayne Cooper,POR,9.8,63.6,2.9,0.6,1.6,2.2,1991-1992
Tom Copa,SAS,4,30.8,1.1,0.1,0.9,1.5,1991-1992
Lanard Copeland,LAC,4.8,100,0.7,0.5,0.5,1.6,1991-1992
Tyrone Corbin,TOT,27.6,86.6,5.9,1.8,2.4,9.8,1991-1992
Chris Corchiani,ORL,14.5,87.5,1.5,2.8,1.8,5,1991-1992
Corey Crowder,UTA,6.4,83.3,0.8,0.3,0.7,2.2,1991-1992
Terry Cummings,SAS,30.7,71.1,9,1.5,3,17.3,1991-1992
Dell Curry,CHH,26.2,83.6,3.4,2.3,2,15.7,1991-1992
Quintin Dailey,SEA,8.9,81.3,1.1,0.4,0.5,2.8,1991-1992
Brad Daugherty,CLE,36.2,77.7,10.4,3.6,2.6,21.5,1991-1992
Brad Davis,DAL,13,73.3,1,2,1.7,2.8,1991-1992
Dale Davis,IND,20.3,57.2,6.4,0.5,3,6.2,1991-1992
Terry Davis,DAL,31.6,63.5,9.9,0.8,3,10.2,1991-1992
Walter Davis,DEN,16.1,87.2,1.5,1.5,1.5,9.9,1991-1992
Johnny Dawkins,PHI,34.3,88.2,2.8,6.9,1.9,12,1991-1992
Bison Dele,ORL,18.9,66.9,5.7,0.7,2.9,9.1,1991-1992
Vlade Divac,LAL,27.2,76.8,6.9,1.7,3.2,11.3,1991-1992
James Donaldson,TOT,18.5,70.9,5,0.6,1.8,4.9,1991-1992
Sherman Douglas,TOT,17.9,68.2,1.5,4.1,1.9,7.3,1991-1992
Greg Dreiling,IND,8.5,75,1.6,0.4,2.1,2,1991-1992
Clyde Drexler,POR,36.2,79.4,6.6,6.7,3,25,1991-1992
Kevin Duckworth,POR,27.1,69,6.1,1.2,3.2,10.7,1991-1992
Chris Dudley,NJN,23.2,46.8,9,0.7,3.4,5.6,1991-1992
Joe Dumars,DET,38.9,86.7,2.3,4.6,1.8,19.9,1991-1992
Ledell Eackles,WSB,22.5,74.3,2.7,1.9,2.2,13.2,1991-1992
Mark Eaton,UTA,25,59.8,6.1,0.5,3,3.3,1991-1992
Patrick Eddie,NYK,3.3,0,0.3,0,0.8,1,1991-1992
Blue Edwards,UTA,28.2,77.4,3.7,1.7,2.9,12.6,1991-1992
James Edwards,LAC,20,73.1,2.8,0.7,3.3,9.7,1991-1992
Kevin Edwards,MIA,22.7,84.8,2.6,2.1,1.7,10.1,1991-1992
Craig Ehlo,CLE,32,70.7,4.9,3.8,2.4,12.3,1991-1992
Mario Elie,GSW,21.2,85.2,2.9,2.2,2,7.8,1991-1992
Sean Elliott,SAS,38,86.1,5.4,2.6,1.8,16.3,1991-1992
Dale Ellis,MIL,27,77.4,3.1,1.3,1.9,15.7,1991-1992
LeRon Ellis,LAC,3.6,47.4,0.8,0,0.4,1.5,1991-1992
Pervis Ellison,WSB,38,72.8,11.2,2.9,3.4,20,1991-1992
A.J. English,WSB,20.6,84.1,2.1,1.8,2,10.9,1991-1992
Patrick Ewing,NYK,38.4,73.8,11.2,1.9,3.4,24,1991-1992
Dave Feitl,NJN,5.1,84.2,1.8,0.2,0.6,2.4,1991-1992
Duane Ferrell,ATL,24.2,76.1,3.2,1.4,2,12.7,1991-1992
Danny Ferry,CLE,13.8,83.6,3.1,1.1,2,5.1,1991-1992
Vern Fleming,IND,21.2,73.7,2.5,3.2,1.6,8.9,1991-1992
Sleepy Floyd,HOU,20.3,79.4,1.8,2.9,1.6,9.1,1991-1992
Greg Foster,WSB,11.2,71.4,3,0.7,1.7,4.3,1991-1992
Rick Fox,BOS,19,75.5,2.7,1.6,2.8,8,1991-1992
Tellis Frank,MIN,14,66.7,2.6,0.8,2.4,4.6,1991-1992
Anthony Frederick,CHH,12.9,68.5,2.2,1.1,1.4,5.9,1991-1992
Kevin Gamble,BOS,30.4,88.5,3.5,2.7,2.4,13.5,1991-1992
Winston Garland,DEN,28.3,85.9,2.4,5.3,2.6,10.8,1991-1992
Tom Garrick,TOT,13.7,69.2,1.4,2.5,1.4,3.4,1991-1992
Chris Gatling,GSW,11.3,66.1,3.4,0.3,1.9,5.7,1991-1992
Kenny Gattison,CHH,27.1,68.8,7.1,1.6,3.3,12.7,1991-1992
Tate George,NJN,14.8,82.1,1.5,2.3,1.4,6,1991-1992
Kendall Gill,CHH,36.8,74.5,5.1,4.2,3,20.5,1991-1992
Armen Gilliam,PHI,34.2,80.7,8.1,1.5,2.2,16.9,1991-1992
Gerald Glass,MIN,24.3,61.6,3.5,2.3,2.3,11.5,1991-1992
Mike Gminski,CHH,14.3,75,3.4,0.9,1.1,5.8,1991-1992
Dan Godfread,HOU,2,0,0,0,0,0,1991-1992
Paul Graham,ATL,22,74.1,3,2.2,2.5,10.1,1991-1992
Ron Grandison,CHH,8.3,60,3.7,0.3,1.3,3.3,1991-1992
Gary Grant,LAC,26.3,81.5,2.4,6.9,2.3,7.8,1991-1992
Greg Grant,TOT,13.1,83.3,1,3.2,1.1,3.3,1991-1992
Harvey Grant,WSB,37.3,80,6.8,2.7,2.8,18,1991-1992
Horace Grant,CHI,35.3,74.1,10,2.7,2.4,14.2,1991-1992
Jeff Grayer,MIL,20.2,66.7,3.1,1.8,1.7,9,1991-1992
A.C. Green,LAL,35.4,74.4,9.3,1.4,1.7,13.6,1991-1992
Rickey Green,BOS,14.1,72.2,0.9,2.6,1.1,4.1,1991-1992
Sean Green,IND,7.3,53.6,1.2,0.6,0.9,4,1991-1992
Sidney Green,SAS,14.1,82,4.3,0.5,1.9,4.6,1991-1992
Jack Haley,LAL,8,48.3,1.9,0.1,1.5,1.6,1991-1992
Tom Hammonds,WSB,26.6,61,5,1,3.2,11.9,1991-1992
Bob Hansen,TOT,11.9,36.4,1.1,1,2,2.5,1991-1992
Tim Hardaway,GSW,41.1,76.6,3.8,10,2.6,23.4,1991-1992
Derek Harper,DAL,34.6,75.9,2.6,5.7,2.3,17.7,1991-1992
Ron Harper,LAC,38.3,73.6,5.5,5.1,2.4,18.2,1991-1992
Scott Hastings,DEN,10.5,85.7,2.5,0.7,1.4,1.5,1991-1992
Hersey Hawkins,PHI,37.2,87.4,3.3,3.1,2.1,19,1991-1992
Gerald Henderson,TOT,6,81.8,0.5,0.6,0.8,2.3,1991-1992
Steve Henson,MIL,7.7,79.3,0.8,1.6,1,3,1991-1992
Carl Herrera,HOU,13.2,56.8,2.3,0.6,1.4,4.4,1991-1992
Rod Higgins,GSW,21.4,81.4,3.4,0.9,3,10.2,1991-1992
Sean Higgins,TOT,16.2,86.1,2.7,1.1,1.5,7.7,1991-1992
Tyrone Hill,GSW,23,69.4,7.2,0.6,3.8,8.2,1991-1992
Donald Hodge,DAL,20.7,66.7,5.4,0.8,2.5,8.4,1991-1992
Craig Hodges,CHI,9.9,94.1,0.4,1,0.6,4.3,1991-1992
Dave Hoppen,PHI,3.6,50,0.9,0.2,0.5,0.8,1991-1992
Dennis Hopson,TOT,18.5,70.8,2.9,1.4,1.6,10.5,1991-1992
Jeff Hornacek,PHO,38,88.6,5,5.1,2.7,20.1,1991-1992
Brian Howard,DAL,11.8,71,1.9,0.5,2,4.9,1991-1992
Jay Humphries,MIL,31.8,78.3,2.6,6.6,3,14,1991-1992
Cedric Hunter,CHH,1,0,0,0,0,0,1991-1992
Mike Iuzzolino,DAL,24.6,83.6,1.9,3.7,1.5,9.3,1991-1992
Jaren Jackson,GSW,10.8,66.7,2,0.6,1.4,5.2,1991-1992
Mark Jackson,NYK,30.4,77,3.8,8.6,1.9,11.3,1991-1992
Dave Jamerson,HOU,7.9,92.6,0.9,0.7,0.8,4,1991-1992
Henry James,CLE,13.3,80.3,1.7,0.4,1.4,6.4,1991-1992
Les Jepsen,SAC,2.8,63.6,1,0,0.5,0.8,1991-1992
Avery Johnson,TOT,17.9,65.3,1.2,3.9,1.3,5.6,1991-1992
Buck Johnson,HOU,27.5,72.7,3.9,2,2.9,8.6,1991-1992
Eddie Johnson,SEA,29.2,86.1,3.6,2,2.5,17.1,1991-1992
Kevin Johnson,PHO,37.2,80.7,3.7,10.7,2.3,19.7,1991-1992
Larry Johnson,CHH,37.2,82.9,11,3.6,2.7,19.2,1991-1992
Vinnie Johnson,SAS,22.5,64.7,3,2.4,1.6,8,1991-1992
Charles Jones,WSB,18.2,50,4.2,0.8,2.9,1.1,1991-1992
Michael Jordan,CHI,38.8,83.2,6.4,6.1,2.5,30.1,1991-1992
Shawn Kemp,SEA,28.3,74.8,10.4,1.3,4.1,15.5,1991-1992
Steve Kerr,CLE,17.6,83.3,1.6,2.3,0.6,6.6,1991-1992
Jerome Kersey,POR,33.2,66.4,8.2,3.2,3.3,12.6,1991-1992
Alec Kessler,MIA,15.5,81.7,4.1,0.4,2.4,5.3,1991-1992
Bo Kimble,LAC,8.1,64.5,0.9,0.5,1.1,3.3,1991-1992
